Customer_ID,recency,frequency,monetary,log_monetary,cluster,segment
CUST_00936,69,2,343.54,5.842210194018223,2,At Risk
CUST_00937,33,9,15177.78,9.627653678813411,0,Champions
CUST_00938,240,3,1732.04,7.4576323708110355,3,New / Low-Engagement
CUST_00939,99,3,276.87,5.627153378420267,2,At Risk
CUST_00940,150,5,9449.84,9.153858905426294,1,Loyal Customers
CUST_00941,83,5,8273.55,9.02093981810193,1,Loyal Customers
CUST_00942,48,4,2584.1000000000004,7.857519470913831,1,Loyal Customers
CUST_00943,351,1,1536.15,7.337685331489815,3,New / Low-Engagement
CUST_00944,32,2,539.6,6.292679633842347,2,At Risk
CUST_00945,64,2,538.8,6.291198700583904,2,At Risk
CUST_00946,22,4,2238.9,7.714186500995421,1,Loyal Customers
CUST_00947,415,1,1429.76,7.265961050606041,3,New / Low-Engagement
CUST_00948,21,3,653.99,6.484619968343135,2,At Risk
CUST_00949,150,2,387.93,5.963399378839639,2,At Risk
CUST_00950,66,7,12064.04,9.398067293428689,0,Champions
CUST_00951,256,3,2923.58,7.980906159612373,3,New / Low-Engagement
CUST_00952,216,3,449.48,6.110313680946363,3,New / Low-Engagement
CUST_00953,57,5,3368.5099999999998,8.122522612181244,1,Loyal Customers
CUST_00954,10,1,2430.62,7.7963129808777545,1,Loyal Customers
CUST_00955,173,2,3817.0099999999998,8.247484623454604,1,Loyal Customers
CUST_00956,79,5,3656.4700000000003,8.204526930536648,1,Loyal Customers
CUST_00957,109,3,2858.88,7.958534944891677,1,Loyal Customers
CUST_00958,249,2,2132.67,7.665598780728571,3,New / Low-Engagement
CUST_00959,3,3,473.52,6.162303766792903,2,At Risk
CUST_00960,80,1,1066.85,6.973402560217992,2,At Risk
CUST_00961,191,2,4757.59,8.467706684856708,1,Loyal Customers
CUST_00962,322,2,14201.03,9.561140191118346,3,New / Low-Engagement
CUST_00963,73,4,3916.07,8.273099204325655,1,Loyal Customers
CUST_00964,18,3,496.2,6.208992359636556,2,At Risk
CUST_00965,324,3,2508.01,7.827643532010134,3,New / Low-Engagement
CUST_00966,86,9,35689.94,10.482652154047148,0,Champions
CUST_00967,108,6,4569.83,8.427450086653488,0,Champions
CUST_00968,56,6,22068.72,10.001961812265002,0,Champions
CUST_00969,62,6,26898.39,10.199858888752887,0,Champions
CUST_00970,7,7,4637.1900000000005,8.442079482909989,0,Champions
CUST_00971,89,1,1798.1,7.495041818842574,2,At Risk
CUST_00972,300,4,4165.82,8.334908433945179,3,New / Low-Engagement
CUST_00973,102,8,18849.21,9.844279333397655,0,Champions
CUST_00974,240,1,56.43,4.0505668148762055,3,New / Low-Engagement
CUST_00975,176,5,5619.91,8.634248851488017,1,Loyal Customers
CUST_00976,125,3,2563.35,7.849460314184756,1,Loyal Customers
CUST_00977,10,1,164.36,5.108124915373513,2,At Risk
CUST_00978,24,4,3135.39,8.050827735982853,1,Loyal Customers
CUST_00979,126,4,4467.04,8.404705112700494,1,Loyal Customers
CUST_00980,358,1,1002.27,6.911019944158888,3,New / Low-Engagement
CUST_00981,36,4,5336.09,8.582435839598167,1,Loyal Customers
CUST_00982,93,3,2509.91,7.828400516221328,1,Loyal Customers
CUST_00983,103,3,4839.57,8.484787761371543,1,Loyal Customers
CUST_00984,16,8,3430.3599999999997,8.14071196303178,0,Champions
CUST_00985,59,3,1768.08,7.478214916427238,1,Loyal Customers
CUST_00986,315,1,628.03,6.444178950316659,3,New / Low-Engagement
CUST_00987,168,1,436.25,6.080505113898711,2,At Risk
CUST_00988,238,1,88.2,4.490881039585964,3,New / Low-Engagement
CUST_00989,50,4,8267.37,9.020192670647008,1,Loyal Customers
CUST_00990,85,6,13852.23,9.53627369742195,0,Champions
CUST_00991,27,3,980.24,6.888817077961886,2,At Risk
CUST_00992,180,2,2397.15,7.782452885757929,1,Loyal Customers
CUST_00993,21,7,6308.68,8.74984024109558,0,Champions
CUST_00994,242,1,203.19,5.319050932934943,3,New / Low-Engagement
CUST_00995,114,4,3108.6,8.042249379538013,1,Loyal Customers
CUST_00996,205,2,295.34,5.691507443780589,2,At Risk
CUST_00997,335,1,351.29,5.8644547000450995,3,New / Low-Engagement
CUST_00998,296,2,1626.4199999999998,7.394751217728641,3,New / Low-Engagement
CUST_00999,37,4,1375.0,7.226936018493289,1,Loyal Customers
CUST_01000,154,1,318.43,5.76653815748159,2,At Risk
CUST_01001,59,2,99.68,4.611947170267115,2,At Risk
CUST_01002,212,3,8906.04,9.09459725427168,1,Loyal Customers
CUST_01003,63,2,643.03,6.467745308870291,2,At Risk
CUST_01004,22,2,509.02,6.234449940635731,2,At Risk
CUST_01005,22,5,24841.100000000002,10.120295073536823,0,Champions
CUST_01006,339,3,16050.4,9.683551352168402,3,New / Low-Engagement
CUST_01007,110,2,10150.95,9.225421084244191,1,Loyal Customers
CUST_01008,280,3,2469.34,7.812111071970743,3,New / Low-Engagement
CUST_01009,52,7,7796.320000000001,8.961535363893613,0,Champions
CUST_01010,136,2,1590.27,7.372287718527901,2,At Risk
CUST_01011,49,2,7437.790000000001,8.914463480192126,1,Loyal Customers
CUST_01012,169,1,64.37,4.180063437624638,2,At Risk
CUST_01013,137,3,1041.9,6.949760573127167,2,At Risk
CUST_01014,324,2,2154.42,7.675740879139817,3,New / Low-Engagement
CUST_01015,1,3,4826.88,8.482162726896103,1,Loyal Customers
CUST_01016,113,3,3345.95,8.115804762348622,1,Loyal Customers
CUST_01017,88,6,1227.6799999999998,7.113695701374725,1,Loyal Customers
CUST_01018,145,1,418.27,6.038515103799258,2,At Risk
CUST_01019,41,8,7283.25,8.893469762059727,0,Champions
CUST_01020,25,8,2716.14,7.907335135518804,0,Champions
CUST_01021,18,7,12576.42,9.439658421780745,0,Champions
CUST_01022,410,1,85.56,4.460837815098172,3,New / Low-Engagement
CUST_01023,205,2,234.63,5.462262778136282,2,At Risk
CUST_01024,58,6,3186.68,8.067048658460513,0,Champions
CUST_01025,107,3,1421.33,7.260051650950235,1,Loyal Customers
CUST_01026,61,8,13985.02,9.54581353826422,0,Champions
CUST_01027,156,3,1723.3000000000002,7.452576450006086,1,Loyal Customers
CUST_01028,360,2,771.87,6.650110858506359,3,New / Low-Engagement
CUST_01029,153,1,292.3,5.681195975983405,2,At Risk
CUST_01030,68,4,3806.4700000000003,8.244720205552458,1,Loyal Customers
CUST_01031,29,9,10319.52,9.241889425363041,0,Champions
CUST_01032,407,1,89.1,4.500920164614292,3,New / Low-Engagement
CUST_01033,69,5,9972.46,9.207682843874412,1,Loyal Customers
CUST_01034,85,5,4335.3,8.374776728917972,1,Loyal Customers
CUST_01035,140,5,7537.31,8.927753297948307,1,Loyal Customers
CUST_01036,51,6,3580.33,8.183489518782483,0,Champions
CUST_01037,4,4,12120.210000000001,9.402712089623623,1,Loyal Customers
CUST_01038,117,6,7543.75,8.928607236126812,0,Champions
CUST_01039,72,2,1774.26,7.481702170055773,2,At Risk
CUST_01040,131,2,657.45,6.489888588156229,2,At Risk
CUST_01041,192,3,334.12,5.8144886766387796,2,At Risk
CUST_01042,42,3,635.1800000000001,6.455481542165762,2,At Risk
CUST_01043,318,3,5742.6,8.655841470420222,3,New / Low-Engagement
CUST_01044,269,1,31.71,3.4876808415502927,3,New / Low-Engagement
CUST_01045,2,5,3422.0,8.138272638530186,1,Loyal Customers
CUST_01046,50,4,755.25,6.6283720093450516,2,At Risk
CUST_01047,329,3,14946.46,9.612296664718697,3,New / Low-Engagement
CUST_01048,38,4,3504.85,8.162188280766726,1,Loyal Customers
CUST_01049,16,8,19881.99,9.897619871315744,0,Champions
CUST_01050,6,8,7300.219999999999,8.895796736460612,0,Champions
CUST_01051,145,5,5951.95,8.691642173991626,1,Loyal Customers
CUST_01052,324,2,18086.87,9.802996826846618,3,New / Low-Engagement
CUST_01053,178,7,2315.8,7.747942202191397,0,Champions
CUST_01054,117,3,8312.21,9.025601094850416,1,Loyal Customers
CUST_01055,147,3,13526.74,9.512497670996915,1,Loyal Customers
CUST_01056,3,5,5514.39,8.615297645415795,1,Loyal Customers
CUST_01057,111,4,9317.19,9.139723682810624,1,Loyal Customers
CUST_01058,104,3,3519.75,8.16642931407816,1,Loyal Customers
CUST_01059,113,2,214.71,5.373934913006625,2,At Risk
CUST_01060,69,5,3232.79,8.081410102963744,1,Loyal Customers
CUST_01061,239,5,1580.91,7.366388256696659,3,New / Low-Engagement
CUST_01062,27,7,24493.82,10.106216945607219,0,Champions
CUST_01063,106,3,7992.35,8.986365224982114,1,Loyal Customers
CUST_01064,198,2,7830.389999999999,8.965895295579557,1,Loyal Customers
CUST_01065,200,3,1160.06,7.057088659949111,3,New / Low-Engagement
CUST_01066,195,2,6496.88,8.77923124883784,1,Loyal Customers
CUST_01067,24,7,17566.699999999997,9.77381726766072,0,Champions
CUST_01068,39,1,282.56,5.647423740986817,2,At Risk
CUST_01069,71,3,3109.96,8.04268663921292,1,Loyal Customers
CUST_01070,450,1,179.78,5.1972808223702645,3,New / Low-Engagement
CUST_01071,5,1,1297.14,7.1686877496912045,2,At Risk
CUST_01072,287,3,1603.75,7.380723260191887,3,New / Low-Engagement
CUST_01073,3,9,8680.95,9.06900143680126,0,Champions
CUST_01074,155,2,2557.06,7.847004437688567,1,Loyal Customers
CUST_01075,59,3,2039.55,7.620974658343736,1,Loyal Customers
CUST_01076,97,2,631.35,6.4494430383259855,2,At Risk
CUST_01077,162,1,58.42,4.084630870034462,2,At Risk
CUST_01078,32,2,2462.98,7.809533207737352,1,Loyal Customers
CUST_01079,21,6,3987.8,8.291245712769294,0,Champions
CUST_01080,35,2,212.65,5.364339162090034,2,At Risk
CUST_01081,2,6,20790.4,9.942294718652159,0,Champions
CUST_01082,3,1,1748.14,7.466879517555536,2,At Risk
CUST_01083,406,1,4616.1,8.437522081358422,3,New / Low-Engagement
CUST_01084,74,1,118.54,4.783651043396108,2,At Risk
CUST_01085,22,2,149.86,5.016352254425485,2,At Risk
CUST_01086,94,9,11067.14,9.311825989905241,0,Champions
CUST_01087,69,8,9994.7,9.209910279499672,0,Champions
CUST_01088,184,4,4310.86,8.369124644529284,1,Loyal Customers
CUST_01089,305,2,874.85,6.7751948433976565,3,New / Low-Engagement
CUST_01090,118,1,1380.95,7.231250824223051,2,At Risk
CUST_01091,219,4,4100.5,8.319108039442805,1,Loyal Customers
CUST_01092,133,2,11242.81,9.32757303398255,1,Loyal Customers
CUST_01093,43,6,5343.84,8.583886888492858,0,Champions
CUST_01094,65,4,2121.56,7.660378186337191,1,Loyal Customers
CUST_01095,86,3,3370.17,8.12301514410193,1,Loyal Customers
CUST_01096,38,3,10049.46,9.215373683584033,1,Loyal Customers
CUST_01097,35,8,27389.45,10.217949691475942,0,Champions
CUST_01098,102,3,897.75,6.801004909035257,2,At Risk
CUST_01099,72,7,4061.72,8.30960797901788,0,Champions
CUST_01100,107,2,650.39,6.47910854117379,2,At Risk
CUST_01101,8,3,1625.34,7.394087370339982,1,Loyal Customers
CUST_01102,169,3,5772.0599999999995,8.660957548216695,1,Loyal Customers
CUST_01103,188,2,1035.0,6.943122422819428,2,At Risk
CUST_01104,129,3,5826.07,8.67026958011365,1,Loyal Customers
CUST_01105,31,8,14769.94,9.600417016018945,0,Champions
CUST_01106,58,8,7438.6,8.914572362940971,0,Champions
CUST_01107,27,6,2006.49,7.60464046448846,0,Champions
CUST_01108,39,2,1142.57,7.041910227155483,2,At Risk
CUST_01109,6,2,1231.08,7.11645907705021,2,At Risk
CUST_01110,308,1,2040.93,7.621650718019502,3,New / Low-Engagement
CUST_01111,108,10,6147.09,8.723896743458301,0,Champions
CUST_01112,426,1,960.76,6.868764939290852,3,New / Low-Engagement
CUST_01113,379,1,813.59,6.702684919175299,3,New / Low-Engagement
CUST_01114,130,2,1332.57,7.195614835682656,2,At Risk
CUST_01115,18,4,576.43,6.358587222927953,2,At Risk
CUST_01116,144,5,5052.7,8.527875927262704,1,Loyal Customers
CUST_01117,298,1,481.64,6.179271034132507,3,New / Low-Engagement
CUST_01118,434,1,237.4,5.473949935191195,3,New / Low-Engagement
CUST_01119,117,2,3288.96,8.098630685630797,1,Loyal Customers
CUST_01120,54,8,8041.15,8.99245173935987,0,Champions
CUST_01121,63,3,3601.2200000000003,8.189305601050112,1,Loyal Customers
CUST_01122,47,2,235.14,5.464424849478964,2,At Risk
CUST_01123,145,4,2162.06,7.6792791648193734,1,Loyal Customers
CUST_01124,232,3,4436.610000000001,8.39787122220883,1,Loyal Customers
CUST_01125,271,1,132.24,4.892152013325479,3,New / Low-Engagement
CUST_01126,150,4,2191.3100000000004,7.69271106142623,1,Loyal Customers
CUST_01127,26,3,648.97,6.476926207978408,2,At Risk
CUST_01128,68,4,1305.38,7.175015232292282,1,Loyal Customers
CUST_01129,17,9,13652.469999999998,9.521748980760806,0,Champions
CUST_01130,103,9,16866.57,9.73314812248556,0,Champions
CUST_01131,348,3,2850.57,7.955624998778539,3,New / Low-Engagement
CUST_01132,37,6,2899.48,7.972631519519477,0,Champions
CUST_01133,38,5,5374.04,8.589521294828637,1,Loyal Customers
CUST_01134,5,4,1951.5500000000002,7.5768914895805795,1,Loyal Customers
CUST_01135,187,2,1139.99,7.039651585581776,2,At Risk
CUST_01136,66,5,7197.57,8.881637674167237,1,Loyal Customers
CUST_01137,35,3,1573.1100000000001,7.361445312177138,1,Loyal Customers
CUST_01138,90,4,7051.24,8.861100575837124,1,Loyal Customers
CUST_01139,58,5,1162.69,7.0593512697970535,1,Loyal Customers
CUST_01140,19,5,12029.92,9.395235281522597,0,Champions
CUST_01141,23,3,2666.69,7.888968208380664,1,Loyal Customers
CUST_01142,214,5,15314.630000000001,9.636629154561845,1,Loyal Customers
CUST_01143,389,2,789.8199999999999,6.673070381821368,3,New / Low-Engagement
CUST_01144,305,2,443.04999999999995,6.095937168704513,3,New / Low-Engagement
CUST_01145,121,7,7311.2300000000005,8.897303567781515,0,Champions
CUST_01146,63,5,11791.93,9.375255478347771,0,Champions
CUST_01147,38,6,3240.96,8.083933364156582,0,Champions
CUST_01148,58,2,2768.0,7.926241523170962,1,Loyal Customers
CUST_01149,179,2,5166.56,8.550155902518995,1,Loyal Customers
CUST_01150,85,6,5153.86,8.547695237983339,0,Champions
CUST_01151,7,5,6166.43,8.72703749852151,1,Loyal Customers
CUST_01152,134,6,9319.65,9.139987647737012,0,Champions
CUST_01153,185,2,206.91,5.337105293755297,2,At Risk
CUST_01154,112,9,18130.23,9.805391144801199,0,Champions
CUST_01155,86,4,2045.06,7.623671271594784,1,Loyal Customers
CUST_01156,79,3,1704.81,7.4417953502198015,1,Loyal Customers
CUST_01157,42,8,6169.69,8.727565942089228,0,Champions
CUST_01158,173,2,673.37,6.513778921712439,2,At Risk
CUST_01159,13,4,578.5799999999999,6.362303703294916,2,At Risk
CUST_01160,65,7,13451.95,9.506953691835509,0,Champions
CUST_01161,33,4,6414.67,8.76649871430837,1,Loyal Customers
CUST_01162,49,2,6119.12,8.719336983157278,1,Loyal Customers
CUST_01163,29,5,3067.0499999999997,8.028797459616408,1,Loyal Customers
CUST_01164,34,9,36842.41,10.514432048517744,0,Champions
CUST_01165,51,2,5624.2,8.635011781996093,1,Loyal Customers
CUST_01166,27,2,1695.92,7.436570122107685,2,At Risk
CUST_01167,11,4,1916.4099999999999,7.5587305960251445,1,Loyal Customers
CUST_01168,207,2,958.53,6.866443581243498,3,New / Low-Engagement
CUST_01169,243,3,2079.79,7.640502908278988,3,New / Low-Engagement
CUST_01170,17,10,17446.72,9.766964260068152,0,Champions
CUST_01171,112,2,814.92,6.7043163109422625,2,At Risk
CUST_01172,221,3,4736.139999999999,8.463188857057427,1,Loyal Customers
CUST_01173,46,7,2766.73,7.925782768627297,0,Champions
CUST_01174,44,4,4506.71,8.413544543010541,1,Loyal Customers
CUST_01175,163,2,2553.61,7.845654849108178,1,Loyal Customers
CUST_01176,160,3,1555.1,7.349937970025464,1,Loyal Customers
CUST_01177,18,3,3528.1400000000003,8.16880949418337,1,Loyal Customers
CUST_01178,149,3,2088.48,7.644670510174298,1,Loyal Customers
CUST_01179,165,2,814.62,6.7039485602240685,2,At Risk
CUST_01180,72,2,883.61,6.785146869914757,2,At Risk
CUST_01181,270,3,5697.4,8.647940712664145,3,New / Low-Engagement
CUST_01182,124,3,6476.74,8.776126963081413,1,Loyal Customers
CUST_01183,23,5,5638.56,8.637561327264443,1,Loyal Customers
CUST_01184,283,2,1823.83,7.509242110992866,3,New / Low-Engagement
CUST_01185,28,2,933.3199999999999,6.83981899197031,2,At Risk
CUST_01186,15,6,4929.09,8.503112522448198,0,Champions
CUST_01187,419,1,1768.04,7.478192305549143,3,New / Low-Engagement
CUST_01188,59,3,5375.82,8.58985240033341,1,Loyal Customers
CUST_01189,162,5,2377.96,7.7744186963742985,1,Loyal Customers
CUST_01190,25,4,3241.55,8.084115336272172,1,Loyal Customers
CUST_01191,115,9,8776.92,9.079994756513326,0,Champions
CUST_01192,413,2,3281.43,8.096339280740121,3,New / Low-Engagement
CUST_01193,93,9,9417.97,9.150481019766254,0,Champions
CUST_01194,353,1,1294.59,7.166721468835772,3,New / Low-Engagement
CUST_01195,4,3,1433.49,7.268564664327062,1,Loyal Customers
CUST_01196,17,1,8606.4,9.060377577369996,1,Loyal Customers
CUST_01197,328,2,1347.1299999999999,7.206473725991434,3,New / Low-Engagement
CUST_01198,52,7,2162.83,7.6796350786550045,0,Champions
CUST_01199,8,3,2031.9099999999999,7.617223543096036,1,Loyal Customers
CUST_01200,89,1,1968.78,7.5856771403689995,2,At Risk
CUST_01201,16,2,1455.89,7.284059305747314,2,At Risk
CUST_01202,267,1,880.23,6.781318658833481,3,New / Low-Engagement
CUST_01203,210,2,2062.42,7.632120079359439,3,New / Low-Engagement
CUST_01204,259,2,637.43,6.45901203751269,3,New / Low-Engagement
CUST_01205,9,5,2992.01,8.004034848976419,1,Loyal Customers
CUST_01206,143,6,4900.86,8.497370003908697,0,Champions
CUST_01207,239,1,8480.2,9.045607228208395,3,New / Low-Engagement
CUST_01208,88,9,20905.190000000002,9.947800566351363,0,Champions
CUST_01209,24,2,8759.95,9.078059625539018,1,Loyal Customers
CUST_01210,110,3,4767.4800000000005,8.469782874819126,1,Loyal Customers
CUST_01211,168,4,485.23999999999995,6.186702329168483,2,At Risk
CUST_01212,102,3,876.6899999999999,6.77729345611856,2,At Risk
CUST_01213,257,1,47.41,3.879706403951603,3,New / Low-Engagement
CUST_01214,251,2,2399.5699999999997,7.783461488137377,3,New / Low-Engagement
CUST_01215,116,3,1263.47,7.142408341036174,2,At Risk
CUST_01216,30,2,605.96,6.40846289102982,2,At Risk
CUST_01217,61,5,1306.51,7.175879844093387,1,Loyal Customers
CUST_01218,33,5,15960.17,9.677914176587556,0,Champions
CUST_01219,197,3,3088.43,8.035741886856425,1,Loyal Customers
CUST_01220,278,2,5884.14,8.680185808706234,3,New / Low-Engagement
CUST_01221,19,1,468.18,6.1509864901248665,2,At Risk
CUST_01222,270,3,5085.56,8.534357046094636,3,New / Low-Engagement
CUST_01223,138,3,770.27,6.648038506812058,2,At Risk
CUST_01224,108,5,11182.640000000001,9.322207275114318,1,Loyal Customers
CUST_01225,385,1,432.81,6.072606650224819,3,New / Low-Engagement
CUST_01226,178,1,985.4,6.8940619518501345,2,At Risk
CUST_01227,5,3,3941.2000000000003,8.27949422209283,1,Loyal Customers
CUST_01228,47,1,4999.35,8.517263188966352,1,Loyal Customers
CUST_01229,62,4,499.31,6.215227906301598,2,At Risk
CUST_01230,25,10,15802.900000000001,9.66801202399924,0,Champions
CUST_01231,142,3,2697.15,7.900321631960584,1,Loyal Customers
CUST_01232,173,2,1149.77,7.048186562515906,2,At Risk
CUST_01233,41,3,3147.1600000000003,8.05457343416692,1,Loyal Customers
CUST_01234,207,4,5101.83,8.537550566772039,1,Loyal Customers
CUST_01235,213,3,1399.25,7.244406071089942,3,New / Low-Engagement
CUST_01236,43,3,18240.98,9.81148081036849,1,Loyal Customers
CUST_01237,364,2,853.0799999999999,6.750024866216159,3,New / Low-Engagement
CUST_01238,307,2,1375.67,7.227422818591544,3,New / Low-Engagement
CUST_01239,23,6,7008.59,8.855034490443689,0,Champions
CUST_01240,20,7,3611.81,8.192241141887738,0,Champions
CUST_01241,307,1,295.66,5.692586701895467,3,New / Low-Engagement
CUST_01242,31,4,3982.62,8.289946232629278,1,Loyal Customers
CUST_01243,320,1,556.16,6.322852451819831,3,New / Low-Engagement
CUST_01244,99,2,5160.45,8.548972826752262,1,Loyal Customers
CUST_01245,396,1,689.7,6.537705576094927,3,New / Low-Engagement
CUST_01246,41,4,5295.3,8.57476374253817,1,Loyal Customers
CUST_01247,28,8,9011.99,9.106422149047306,0,Champions
CUST_01248,34,6,1339.96,7.201141054350596,0,Champions
CUST_01249,106,6,2641.15,7.879348258640947,0,Champions
CUST_01250,81,2,5158.3099999999995,8.548558128603934,1,Loyal Customers
CUST_01251,3,6,2344.29,7.760164340611599,0,Champions
CUST_01252,93,5,1360.6299999999999,7.216437790478857,1,Loyal Customers
CUST_01253,32,3,418.89,6.039992772212467,2,At Risk
CUST_01254,303,1,77.43,4.362206507224575,3,New / Low-Engagement
CUST_01255,125,4,2229.94,7.710178300301279,1,Loyal Customers
CUST_01256,49,2,341.07,5.83501539448142,2,At Risk
CUST_01257,77,6,4484.58,8.408623086087198,0,Champions
CUST_01258,25,3,6633.0,8.799963219506997,1,Loyal Customers
CUST_01259,157,5,6613.17,8.796969596265548,1,Loyal Customers
CUST_01260,152,2,5432.97,8.600425269176059,1,Loyal Customers
CUST_01261,160,1,6403.75,8.764795181562821,1,Loyal Customers
CUST_01262,108,2,7070.48,8.863825072202294,1,Loyal Customers
CUST_01263,3,6,7650.76,8.942690965719082,0,Champions
CUST_01264,235,2,3247.3199999999997,8.085893218596066,3,New / Low-Engagement
CUST_01265,118,4,2709.51,7.904892088049794,1,Loyal Customers
CUST_01266,94,3,4251.02,8.355149443119638,1,Loyal Customers
CUST_01267,1,3,4608.0599999999995,8.43577921064402,1,Loyal Customers
CUST_01268,5,6,3420.42,8.137810948561404,0,Champions
CUST_01269,86,5,3535.18,8.170802327439295,1,Loyal Customers
CUST_01270,53,6,6462.98,8.774000506136739,0,Champions
CUST_01271,301,1,785.86,6.668050341868702,3,New / Low-Engagement
CUST_01272,176,2,1975.5,7.58908288273674,1,Loyal Customers
CUST_01273,61,2,4834.0199999999995,8.483640544383492,1,Loyal Customers
CUST_01274,72,4,10982.47,9.304146694280728,1,Loyal Customers
CUST_01275,4,2,3398.94,8.131513063389718,1,Loyal Customers
CUST_01276,281,2,258.95,5.560489304829725,3,New / Low-Engagement
CUST_01277,1,3,3840.34,8.253576543043307,1,Loyal Customers
CUST_01278,179,7,5346.62,8.584406881097486,0,Champions
CUST_01279,183,6,2094.58,7.6475856436824525,1,Loyal Customers
CUST_01280,65,2,2545.95,7.842651843848409,1,Loyal Customers
CUST_01281,311,6,6269.99,8.743689515899746,1,Loyal Customers
CUST_01282,60,6,22258.16,10.010508888268465,0,Champions
CUST_01283,57,3,6087.21,8.714109393033343,1,Loyal Customers
CUST_01284,63,1,83.55,4.4373430753445895,2,At Risk
CUST_01285,150,3,3170.42,8.061934716098703,1,Loyal Customers
CUST_01286,119,2,437.67999999999995,6.083770217892008,2,At Risk
CUST_01287,133,1,553.93,6.31884197966574,2,At Risk
CUST_01288,169,2,620.99,6.432924015439522,2,At Risk
CUST_01289,164,2,801.52,6.687756776812,2,At Risk
CUST_01290,142,1,102.26,4.637250079451503,2,At Risk
CUST_01291,81,3,4156.97,8.332782253384716,1,Loyal Customers
CUST_01292,146,2,1621.13,7.3914953794291565,2,At Risk
CUST_01293,34,3,3366.94,8.122056560476693,1,Loyal Customers
CUST_01294,24,6,3998.36,8.293889627300663,0,Champions
CUST_01295,21,8,13646.740000000002,9.521329219139682,0,Champions
CUST_01296,180,1,1482.06,7.3018627998495145,2,At Risk
CUST_01297,109,2,2925.8,7.981664955009875,1,Loyal Customers
CUST_01298,4,6,6446.549999999999,8.771455492669206,0,Champions
CUST_01299,225,2,3526.92,8.168463741132623,3,New / Low-Engagement
CUST_01300,117,2,496.86,6.2103189130037615,2,At Risk
CUST_01301,79,6,7192.76,8.880969262564795,0,Champions
CUST_01302,134,3,4527.5,8.418146037815003,1,Loyal Customers
CUST_01303,319,1,635.64,6.456204346678619,3,New / Low-Engagement
CUST_01304,27,8,4969.42,8.51125962256241,0,Champions
CUST_01305,211,3,845.6500000000001,6.74128738611135,3,New / Low-Engagement
CUST_01306,26,4,2119.28,7.659303434416559,1,Loyal Customers
CUST_01307,4,8,22137.199999999997,10.005059902144529,0,Champions
CUST_01308,56,4,9579.73,9.167509068479339,1,Loyal Customers
CUST_01309,43,5,3461.2200000000003,8.149665280799736,1,Loyal Customers
CUST_01310,332,2,1638.67,7.402250281058687,3,New / Low-Engagement
CUST_01311,10,6,5723.21,8.652459827634393,0,Champions
CUST_01312,228,1,210.74,5.355359106915234,3,New / Low-Engagement
CUST_01313,56,2,563.78,6.336436274787184,2,At Risk
CUST_01314,83,3,2050.41,7.626282640581133,1,Loyal Customers
CUST_01315,354,1,82.64,4.426521874560433,3,New / Low-Engagement
CUST_01316,168,3,4928.22,8.50293603950928,1,Loyal Customers
CUST_01317,102,1,529.48,6.2737822570606125,2,At Risk
CUST_01318,61,2,717.22,6.57677592880052,2,At Risk
CUST_01319,145,5,5787.13,8.663564547761759,1,Loyal Customers
CUST_01320,191,3,11587.47,9.35776591726591,1,Loyal Customers
CUST_01321,138,2,2625.98,7.873590176409509,1,Loyal Customers
CUST_01322,95,3,9604.98,9.17014110019054,1,Loyal Customers
CUST_01323,47,4,4033.66,8.302677314452385,1,Loyal Customers
CUST_01324,100,2,608.8699999999999,6.413245819701082,2,At Risk
CUST_01325,23,4,3049.86,8.023178797069288,1,Loyal Customers
CUST_01326,14,6,3549.2799999999997,8.174781752598568,0,Champions
CUST_01327,64,5,3061.1900000000005,8.026885625239641,1,Loyal Customers
CUST_01328,418,1,1909.16,7.554942287165703,3,New / Low-Engagement
CUST_01329,1,5,3380.04,8.125938633457187,1,Loyal Customers
CUST_01330,130,2,2551.3199999999997,7.84475802845331,1,Loyal Customers
CUST_01331,14,6,6788.68,8.823159091312574,0,Champions
CUST_01332,71,3,1001.42,6.910172355497742,2,At Risk
CUST_01333,33,5,2094.32,7.647461565322036,1,Loyal Customers
CUST_01334,87,5,1585.1,7.369033451909514,1,Loyal Customers
CUST_01335,263,2,191.60000000000002,5.260615499364025,3,New / Low-Engagement
CUST_01336,41,4,1307.0900000000001,7.176323336989477,1,Loyal Customers
CUST_01337,289,2,207.70000000000002,5.340897814083156,3,New / Low-Engagement
CUST_01338,192,5,4388.12,8.386884030394446,1,Loyal Customers
CUST_01339,76,7,3499.9,8.16077535727909,0,Champions
CUST_01340,107,1,132.65,4.895224442584928,2,At Risk
CUST_01341,148,1,5603.35,8.631298360895649,1,Loyal Customers
CUST_01342,10,7,8088.509999999999,8.998323439614971,0,Champions
CUST_01343,39,1,3190.78,8.068334033888684,1,Loyal Customers
CUST_01344,43,4,632.8,6.45173344725682,2,At Risk
CUST_01345,227,2,373.09000000000003,5.924496410176189,3,New / Low-Engagement
CUST_01346,23,5,929.55,6.835775809189973,1,Loyal Customers
CUST_01347,205,2,1186.68,7.079757103369237,3,New / Low-Engagement
CUST_01348,22,4,10304.03,9.240387404528473,1,Loyal Customers
CUST_01349,46,6,9755.32,9.185670559125896,0,Champions
CUST_01350,220,1,40.4,3.7232808808312687,2,At Risk
CUST_01351,259,1,538.15,6.289993825328081,3,New / Low-Engagement
CUST_01352,96,5,6989.85,8.852357430123881,1,Loyal Customers
CUST_01353,94,2,2171.58,7.683670680397121,1,Loyal Customers
